"country","year","month","n_users","pct_is_hired_1mo","pct_is_unemployed","pct_job_offer","pct_job_search","pct_lost_job_1mo","pct_is_hired_1mo_male","pct_is_unemployed_male","pct_job_offer_male","pct_job_search_male","pct_lost_job_1mo_male","pct_is_hired_1mo_female","pct_is_unemployed_female","pct_job_offer_female","pct_job_search_female","pct_lost_job_1mo_female"
"Mexico",2013,6,640534,0.170638873190182,0.359855995154043,0.22044106948265,0.0985115544217793,0.00905494478044881,0.197799243369885,0.405200391757725,0.131226035245393,0.108821590203496,0.00832165101556149,0.231851416363742,0.51421331986387,0.132486523636424,0.149047339090977,0.0124206115909147
"Mexico",2013,7,643452,0.1712637461691,0.329628317263759,0.239023268246893,0.0904496372689804,0.0118112928392483,0.193712676634531,0.395122545718116,0.161641041430138,0.105194963470408,0.0192429811226355,0.224844496233444,0.444765390359587,0.111601647765505,0.140322660058099,0.0106678045658204
"Mexico",2013,8,645627,0.199805770204778,0.285923606044976,0.229854079832473,0.0803869726637826,0.0111519499649178,0.194981620584945,0.31836343295509,0.140642480421927,0.0888604762665814,0.0159821000479463,0.276455738111989,0.42130530149402,0.127467615776187,0.133261598311468,0.0140711004428258
"Mexico",2013,9,663950,0.126214323367723,0.255742149258227,0.204081632653061,0.0805783568039762,0.00828375630695083,0.139259387630053,0.301419207892603,0.131832220289783,0.0922206611416794,0.0129975428454716,0.17188260094049,0.385114318144965,0.106210475109454,0.138641154532187,0.0129722717690936
"Mexico",2013,10,657503,0.111634471629787,0.232850648590197,0.218249954753058,0.0676802995575686,0.00806079972258682,0.1225,0.26875,0.156875,0.079375,0.01125,0.144094578441486,0.34386206218991,0.099883741874212,0.12526403694061,0.0065497535655221
"Mexico",2013,11,639129,0.0904355771683025,0.19526574447412,0.194483429792734,0.0527280095254636,0.0103265537943044,0.106844525027521,0.238295667940167,0.124328174577478,0.0751149388072266,0.0142459366703361,0.120244862264976,0.288419494803404,0.0882916820826747,0.0891325552453668,0.0126130974403821
"Mexico",2013,12,629385,0.0870691230328019,0.183989132248147,0.15538978526657,0.0370202658150417,0.0108041977485959,0.0913861980730567,0.212146531241025,0.104441369226351,0.0398182720175461,0.0137079297109585,0.106717104235715,0.235124676812022,0.0780856860261327,0.0503218865501744,0.0104114248034844
"Mexico",2014,1,648704,0.141358770718232,0.219514601420679,0.224909974348856,0.0719896902131018,0.00755352209944751,0.163562362905578,0.259924685237546,0.174973690550153,0.0786113682181846,0.0107773649976543,0.166092264252792,0.335506373790641,0.0955030519453556,0.111281817049371,0.0124569198189594
"Mexico",2014,2,633981,0.102368998440016,0.175241844787147,0.223666008918248,0.0548912349108254,0.00646707077972368,0.103577301034478,0.206507243937491,0.142418788922408,0.0679726038038764,0.00841565570905136,0.126904641451515,0.236660007031203,0.114900148341236,0.0771717414232184,0.00685971034873053
"Mexico",2014,3,659716,0.0877650382892032,0.163252066040539,0.221307350435642,0.0516889085606534,0.0077305992275464,0.0982238377367226,0.208334636728208,0.132633462421562,0.0706961379888513,0.0106357021753139,0.101217094073822,0.220686451013415,0.102876390697983,0.0696904582147628,0.00995577974496611
"Mexico",2014,4,661796,0.0723787995092143,0.161227931265828,0.20776795266215,0.0423091103602923,0.00649747051961632,0.0666127124447488,0.198593039905373,0.11268131731308,0.0466911535827679,0.00622548714436905,0.0829027692874549,0.220236649723239,0.106350017166735,0.0577807179882261,0.00586181196982004
"Mexico",2014,5,671458,0.0811666552487274,0.183481319754921,0.22116051934745,0.0464660485093632,0.00491467820772111,0.0848077383988545,0.202186564733501,0.133971644717031,0.059611236410789,0.00798913477670368,0.107570479350605,0.267271267924965,0.110052875027927,0.0736444050938759,0.00827465225773887
"Mexico",2014,6,684368,0.0987772660323101,0.192878685151848,0.208075187618357,0.0547950810090478,0.00789049166530288,0.0948886259766622,0.194581739344548,0.136327329725964,0.0612572142380984,0.0096089747824468,0.140979768166603,0.279486207067126,0.112124260062328,0.0750243210711165,0.00989331706432305
"Mexico",2014,7,664696,0.102753740055604,0.168347635610866,0.224162624718668,0.0505494240976326,0.0060177885830515,0.100609315164968,0.175437493318913,0.146512315208984,0.0597367808791996,0.00628808219781049,0.127049835508326,0.22969937148194,0.10433231525187,0.0689939504084947,0.00252416891738395
"Mexico",2014,8,652547,0.124895218275465,0.152785929595876,0.219754285898181,0.041836066980616,0.00689605499680483,0.0992434299560493,0.17013159421037,0.130176447085208,0.0463995256937374,0.0115998814234343,0.141019168161006,0.194989467086823,0.11055206392869,0.0530998102334651,0.0060934208464632
"Mexico",2014,9,640408,0.0808859352162996,0.123671159635732,0.21298921937265,0.034196949444729,0.00437221271439457,0.0711502183463123,0.135772893725073,0.128592596460766,0.0443872921793508,0.00587478867079643,0.117325690743809,0.176436344095652,0.0949352917468989,0.0429895660740674,0.00447807979938203
"Mexico",2014,10,678594,0.064692584962437,0.133806075503173,0.237402629554638,0.0327147012794101,0.00545245021323501,0.0859458673260257,0.175858466990176,0.182469687553716,0.0409895674939507,0.00661122056354044,0.0757402929233015,0.209882739426016,0.154218186795638,0.0465392161335949,0.00730026919742665
"Mexico",2014,11,710938,0.0441670019045261,0.089881255468128,0.200158100987709,0.0223648194357314,0.00548571042763223,0.0437199832950512,0.102448319064523,0.154651284192942,0.0300167049488411,0.00717790770515765,0.066167726244445,0.141277037116518,0.135017927877178,0.0286130708084087,0.00715326770210217
"Mexico",2014,12,679958,0.0464734586547993,0.0958882754523073,0.182070069033676,0.0250015442130249,0.00588271628541763,0.0452609158679446,0.129792332268371,0.137779552715655,0.0332800851970181,0.00665601703940362,0.0569236942544396,0.123179141665345,0.130644544190517,0.0354606619945689,0.00653222720952585
"Mexico",2015,1,727051,0.0804620308616589,0.129839584843429,0.207963402842442,0.0335602316756321,0.00343854832742132,0.0855903834449178,0.154062690200852,0.14201663623453,0.0513542300669507,0.00317001420166362,0.100216118237591,0.199560791968767,0.118516452872281,0.0400864472950363,0.00610011154489682
"Mexico",2015,2,719758,0.0625210140074858,0.11698376398734,0.206041475051337,0.0300100867235932,0.00527955229396547,0.0647569708974554,0.15236934328813,0.134592919904515,0.0298389963939255,0.00698359490070598,0.0954282012221814,0.175973105006041,0.126945772268039,0.0455253803995728,0.00787939276146452
"Mexico",2015,3,756698,0.0552400032773973,0.108497709786467,0.197040298771769,0.0305273702322459,0.00475751224398637,0.0612425022965938,0.123685837971552,0.131491254930922,0.034824167972573,0.00420291682427605,0.0802481902792141,0.162150982419855,0.100103412616339,0.0413650465356774,0.00910031023784902
"Mexico",2015,4,757585,0.0493673977177478,0.13820231393177,0.190209679441911,0.0295676392748008,0.00448794524706799,0.0550087894478792,0.214653863171615,0.111811343769059,0.0346794542171412,0.00657713786876816,0.0684739386539509,0.251621099872952,0.0833237084825185,0.0412493606349102,0.00164997442539641
"Mexico",2015,5,753483,0.0500343073433641,0.156606054814774,0.188723567751363,0.024552644187062,0.00451237785059517,0.044052087187891,0.233769742677075,0.105137648088433,0.0293680581252606,0.00704833395006255,0.0680160616241908,0.285175776448414,0.108170122101123,0.0409735310989101,0.00409735310989101
"Mexico",2015,6,755450,0.0604937454497319,0.192600436825733,0.205440465947449,0.0317691442186776,0.00423588589582368,0.0541642399534071,0.264997087944089,0.107163657542225,0.0378567268491555,0.0046592894583576,0.070784805959093,0.349808634100169,0.0954771801308696,0.0444462735091979,0.00246923741717766
"Mexico",2015,7,771835,0.0640033167710715,0.120232951343228,0.298250273698394,0.0277261331761322,0.00492333205931319,0.056822747465935,0.122828969269799,0.215237679795209,0.0241066201370634,0.005165704315085,0.0878591650125281,0.181412905535127,0.375841983664703,0.0479971364420292,0.00406755393576519
"Mexico",2015,8,762101,0.0968375582763964,0.147618229079873,0.20141687256676,0.0276866189652028,0.00485499953418248,0.0801047793902682,0.190029586144797,0.124542467227205,0.0368365043911452,0.008770596283606,0.118987465566983,0.266499323564408,0.0945379863408909,0.039119166761748,0.00570487848608825
"Mexico",2015,9,753443,0.0541514089320625,0.144403757152167,0.198687890125729,0.0266775323415308,0.00544168570150629,0.0518326981864446,0.194961626133104,0.1054324201747,0.0359294839701491,0.00647908727330557,0.0733137829912024,0.247948861576988,0.0799037859567037,0.0354212659395697,0.00659000296550133
"Mexico",2015,10,753869,0.0461618663189493,0.0854259824982855,0.202687734871708,0.0237441783652067,0.00530596164585624,0.0543985079266397,0.0866789412017886,0.107601444250496,0.0215202888500992,0.00538007221252481,0.0592906830119667,0.130272486617842,0.0993745250482259,0.0459294023332136,0.00835080042422066
"Mexico",2015,11,745196,0.0355611141229958,0.0713906140129577,0.194579681050355,0.0199947396389675,0.00456255803842211,0.0326031830366846,0.0742628058057816,0.125582630956119,0.0235467433042722,0.00543386383944744,0.0417981745287043,0.0853023969973556,0.149279194745372,0.0247376951292331,0.00597116778981489
"Mexico",2015,12,733108,0.0358746596681526,0.0811613022910676,0.147045182974405,0.0171870993086967,0.00572903310289889,0.0236877588950572,0.0813887100496836,0.0850329806489231,0.0176139745629912,0.00607378433206594,0.0357884813463452,0.10474677467223,0.0707040729037552,0.0253138038791222,0.00611022852254674
"Mexico",2016,1,765099,0.0654817219732348,0.0924063421857825,0.20101973731504,0.0260097059334805,0.00457457139533577,0.0563040418258596,0.0873287179339864,0.111459021573641,0.0264284277958117,0.00574531039039384,0.0621270334341535,0.112809613340963,0.109539769476008,0.0433254312106597,0.00980953159486635
"Mexico",2016,2,762526,0.0518015123418743,0.0734401187631635,0.191862310268765,0.0177043143446912,0.0030162905920585,0.0441680711338409,0.0703202185157203,0.104027430696809,0.0220840355669204,0.00232463532283373,0.0648157264284073,0.0910701978930787,0.0861474844934528,0.0205113058317745,0.00328180893308392
"Mexico",2016,3,795236,0.04602407335684,0.0777127796025331,0.188623251462459,0.0196168181520957,0.00339521852632426,0.042067004324488,0.0846949020399693,0.123396546018498,0.0168268017297952,0.00448714712794539,0.0503054257994969,0.0878348704435661,0.0862378727991376,0.0279474587774983,0.00479099293328542
"Mexico",2016,4,810015,0.0441967124065604,0.0788874280105924,0.196416115750943,0.0191354481089856,0.00506163466108652,0.035503680733151,0.0843212417412336,0.11427747235983,0.0221898004582194,0.00610219512601033,0.0619381888638313,0.0944954419845631,0.0944954419845631,0.0285868563986914,0.00952895213289712
"Mexico",2016,5,829485,0.0438826500780605,0.0841485982266105,0.20362031863144,0.0182040663785361,0.00651006347311886,0.0329046735424848,0.076058343762137,0.127303327147974,0.0188797307210978,0.00755189228843913,0.0496247131071273,0.10235097078345,0.0938217232181627,0.0248123565535637,0.0100800198498852
"Mexico",2016,6,832761,0.061001896102243,0.104591833671365,0.205100863272896,0.0238964120557999,0.00516354632361506,0.0434174345120363,0.0873708867340977,0.107739559715053,0.0214407084010056,0.00482415939022625,0.0748853318356267,0.120128553152984,0.0889263315548067,0.0304221660582233,0.00858061093949889
"Mexico",2016,7,837378,0.0550527957505452,0.0981635533773278,0.19811841247322,0.0197043629042081,0.00513507639321788,0.0377244605402143,0.103472806053159,0.10616741037746,0.0220957554592684,0.00646705037832245,0.065769620625353,0.136955562949265,0.102910112272611,0.0247603277648388,0.00386880121325606
"Mexico",2016,8,855933,0.082950417848126,0.088675164995391,0.208894855087957,0.0169405782929271,0.00572474714726503,0.0625535516224499,0.0793746747478146,0.120376162365891,0.0194494236137029,0.0068335812696794,0.0895098953947917,0.125162141865599,0.12440358343005,0.0257909868086688,0.0121369349687853
"Mexico",2016,9,837926,0.0483336237328833,0.0775724825342572,0.193453837212355,0.0169466038767146,0.00513171807534317,0.036788031627044,0.0730429033754352,0.110897254759785,0.0181274358741956,0.0047984389078753,0.0416833793423464,0.0928045049508844,0.0990963357950121,0.0212349290989312,0.00629183084412776
"Mexico",2016,10,774765,0.0440133459823301,0.0681496970048983,0.209224732660871,0.0184572096054933,0.00335585629190787,0.0330996132861848,0.0661992265723695,0.114745326058774,0.0182047873074016,0.00496494199292772,0.0472938775171544,0.0638882205056296,0.109522663723937,0.0265509487815604,0.00165943429884752
"Mexico",2016,11,785474,0.0392119917400194,0.0770235552036095,0.19224060885529,0.0164232043326705,0.00521977812123635,0.0257288940954925,0.0760918357292226,0.103462999660598,0.0158752750801975,0.0060216560649025,0.0475546878910747,0.0759206420717158,0.0951093757821495,0.017520148170396,0.00667434216015084
"Mexico",2016,12,756254,0.0411237494281022,0.0781483469839498,0.178114760384738,0.0152065311390089,0.00687599668894313,0.0337393492308572,0.0709098187224796,0.10922399496769,0.0148681877966489,0.00686224052153028,0.0392969419834238,0.0848456701914833,0.0910974564161189,0.0178622463561017,0.00535867390683052
"Mexico",2017,1,794079,0.0701441544229227,0.0881524382334755,0.2152178813443,0.0200231966844609,0.00629660273096254,0.0484920621800488,0.0799016933648532,0.131148986350587,0.0220418464454767,0.00826569241705378,0.0635542272149507,0.0884606135559449,0.0987667044556666,0.0249063863409942,0.00687072726648116
"Mexico",2017,2,767096,0.0531876062448507,0.0654416135659683,0.206884144878868,0.0165559460615099,0.00495374764045178,0.0359735188483832,0.0533800602266332,0.111982082866741,0.0179867594241916,0.00406152632159165,0.0540910893945404,0.0694168980563269,0.0946594064404457,0.0180303631315135,0.00721214525260539
"Mexico",2017,3,760538,0.0481238281321906,0.070739397636936,0.222474090709471,0.0166987053901317,0.00525943476854542,0.0310340789319592,0.0626537065230121,0.122379669750556,0.020494203068275,0.00468438927274857,0.0586641338659664,0.069838254602341,0.10708532372359,0.0251417716568428,0.00651823709621849
"Mexico",2017,4,753424,0.045525494276795,0.0692836968294081,0.19418016946633,0.0160600140160122,0.00530909554248338,0.031971391525213,0.0663110342745158,0.113676058756313,0.0183539469866963,0.00414443964215724,0.0413421786366696,0.0740313431400827,0.0980674935102394,0.0153831362369003,0.00576867608883761
"Mexico",2017,5,771604,0.0511920622495477,0.0861841047998714,0.212155457981037,0.0184032223783184,0.00596160724931442,0.0359564115501273,0.0684331703695971,0.128747151034327,0.0162383794097349,0.00289971060888123,0.0600397763518331,0.100379001088221,0.0938121505497392,0.0197005516154452,0.00562872903298435
"Mexico",2017,6,755628,0.0702726738553892,0.117253463344397,0.20949461904535,0.025276988147607,0.00595531134367705,0.0424118187601612,0.0748097358686176,0.11839966070545,0.0194387502650739,0.00647958342169129,0.0792718731650029,0.125269132902721,0.094930514777843,0.0352319436288902,0.00391466040321002
"Mexico",2017,7,770295,0.0721801387780006,0.106193081871231,0.207193348003038,0.0273921030254643,0.0071401216417087,0.0478860079420696,0.0870123802849802,0.111539359962626,0.028030833917309,0.00934361130576968,0.0732879924953096,0.1104205753596,0.107489055659787,0.0312695434646654,0.00390869293308318
"Mexico",2017,8,774232,0.0975159900391614,0.0979034707942839,0.214406017834448,0.0197615185112473,0.00697465359220492,0.0553274511516846,0.0774584316123584,0.13569785387729,0.0151422497888821,0.0052415480038438,0.0908965162922125,0.106704606082163,0.114608650977138,0.0276641571324125,0.00592803367123125
"Mexico",2017,9,869805,0.0548398779036681,0.0659918027603888,0.156126947994091,0.0243732790682969,0.00643822465955013,0.0328283764249898,0.0434181752717607,0.0958376795632767,0.0275334770016044,0.00476540948104691,0.0470452941637699,0.0644694771873884,0.0871209151180924,0.0278786928377896,0.011325718965352
"Mexico",2017,10,802926,0.0560450153563342,0.0777157546274501,0.180589493925966,0.0190553052211536,0.00871811349987421,0.0362329096724885,0.070767401704079,0.103037336881139,0.0243439861862032,0.00622753134995896,0.0427965607127573,0.0807298758899739,0.0914290160681633,0.0272341749990274,0.00778119285686496
"Mexico",2017,11,775151,0.0504417848909438,0.0808874657969866,0.181900042701358,0.0165129116778537,0.00683737749161131,0.0270173439601553,0.066956026336037,0.11218071079108,0.01468333910878,0.0011746671287024,0.0545334814997736,0.0792278882166523,0.120385232744783,0.018520805037659,0.011318269745236
"Mexico",2017,12,767225,0.049007787806706,0.0841995503274789,0.133728697578937,0.0138160252859331,0.0104271888950438,0.0294354862447973,0.0576935530398027,0.0900725879090797,0.0117741944979189,0.00765322642364729,0.0525063757742011,0.0707228734917811,0.0878678125200917,0.00857246951415529,0.00535779344634706
"Mexico",2018,1,797150,0.087938280122938,0.100608417487298,0.190428401179201,0.0230822304459637,0.00702502665746723,0.0544860152560843,0.0720804576825281,0.110107155830004,0.0181620050853614,0.00454050127134036,0.0613936355264504,0.094136907807224,0.140182134452062,0.0337664995395477,0.00511613629387087
"Mexico",2018,2,789134,0.0709638667197206,0.077426647438838,0.183745726327848,0.016220312393079,0.00747655024368485,0.0321964905825265,0.064392981165053,0.106938343720534,0.00977393464112412,0.00229974932732332,0.0657407310786697,0.0688712420824159,0.0991328484519623,0.0156525550187309,0.00313051100374618
"Mexico",2018,3,811303,0.0606431875637092,0.0788854472373454,0.180943494600661,0.0144212458230772,0.00677921812195937,0.0322458377412074,0.0684516906436156,0.111446140965225,0.0101828961288023,0.00452573161280103,0.0522032857362199,0.0777931316853473,0.133067198935462,0.0143303137315113,0.00204718767593019
"Mexico",2018,4,834696,0.060620872748881,0.0820658059940386,0.173955547888093,0.0159339448134411,0.00634961710610809,0.0275936667016186,0.0579467000733992,0.0993372001258271,0.0121412133487122,0.00331124000419424,0.0505637862163119,0.0748344036001416,0.117307984021844,0.0192142387621985,0.00910148151893614
"Mexico",2018,5,853697,0.0620829170068537,0.0939443385650881,0.184491687331688,0.01967911331538,0.00855104328584966,0.0249584929410871,0.0727051750892537,0.111228066367888,0.0146495502045511,0.00759606306902651,0.0426985482493595,0.078446170039521,0.117172760312196,0.0168808214009096,0.00695092645919806
"Mexico",2018,6,868167,0.0837396491688811,0.108734840186278,0.155615221495404,0.0210788938072974,0.00875407611669183,0.0401112418440475,0.0673868862979998,0.0914536314044283,0.0149748636217777,0.0048133490212857,0.0531307015257534,0.0932293441866993,0.111273733384125,0.0180443891974257,0.0120295927982838
"Mexico",2018,7,879761,0.084682089794842,0.116167913785676,0.171751191516787,0.0219377762824222,0.00909337876991592,0.0380356463649172,0.091071265944168,0.104464099171251,0.0214285331633336,0.00428570663266673,0.0691819485246197,0.109287425930196,0.116305884476172,0.0210553756379277,0.0100263693513942
"Mexico",2018,8,857652,0.109135173706818,0.115198238912752,0.186439255082481,0.0229696893378666,0.0115431433728365,0.0435559280169372,0.0777390613973183,0.117435603387438,0.0165402258292167,0.00771877205363444,0.0907737938168269,0.0949958307385398,0.12455008919053,0.0242767122998491,0.0105550923042822
"Mexico",2018,9,871477,0.0732090462513641,0.0913391862321094,0.156974882871263,0.021572571622659,0.00940931315456403,0.0298162775190689,0.0558377560811653,0.0867382618736549,0.018973994784862,0.00271057068355171,0.054331614607747,0.0905526910129117,0.106532577662249,0.0213065155324498,0.0127839093194699
"Mexico",2018,10,884006,0.0690040565335529,0.0969450433594342,0.169455863421741,0.0201356099392991,0.0100678049696495,0.0296751915398727,0.0776950469407575,0.0965792597388583,0.0151073702384806,0.00377684255962016,0.0584242449994158,0.0998523459990015,0.112599453998874,0.0212451799997875,0.00743581299992564
"Mexico",2018,11,870407,0.0598570553775418,0.0914514704040753,0.16072940589862,0.0173482060691148,0.0085017698616854,0.0286578745777097,0.0666846696904398,0.0898314145416669,0.0192889540426892,0.00440890378118611,0.0537717007220771,0.0636481355485811,0.119614599565437,0.00877905317911463,0.00438952658955732
"Mexico",2018,12,880036,0.0644291824425364,0.107041075592362,0.127608416019345,0.0162493352544669,0.0134085423778118,0.0267578252987047,0.0764509294248706,0.0753587732902296,0.0131058736156921,0.00655293680784605,0.0356014418583953,0.0923412398202127,0.105691780517111,0.0144630857549731,0.00890036046459882
"Mexico",2019,1,915906,0.110928414051224,0.143246140979533,0.193906361569855,0.0278412850226988,0.0126650551475806,0.0544528276201496,0.101051882025855,0.118853767978596,0.0256556591671859,0.00575943369059275,0.0789762964385959,0.117397197408724,0.116329950159553,0.0213449449834043,0.00960522524253194
"Mexico",2019,2,882025,0.0867322354808537,0.118930869306426,0.18434851619852,0.0214279640599756,0.0115642980641138,0.0361382147721903,0.0767242098240347,0.104522836571873,0.0155672309787896,0.0083395880243516,0.0626987325899055,0.103005060683416,0.114201262931614,0.0268708853956738,0.00559810112409871
"Mexico",2019,3,904918,0.0845380465412336,0.125425729182092,0.177585151361781,0.0265217400913674,0.0145869570502521,0.0350571596031968,0.0772353047507929,0.10626701504719,0.0158852754451985,0.00712098554439934,0.0554963594388208,0.119872136387853,0.104333155744983,0.0310779612857397,0.0122091990765406
"Mexico",2019,4,916733,0.0822485936472234,0.122172977300915,0.209657555689606,0.0209439389658712,0.0136353769309057,0.0333940996458036,0.0771896401648902,0.142335506687032,0.0158758834381689,0.00711677533435158,0.0746235409427069,0.114719771896997,0.130312750601443,0.0245032522498441,0.00779648935222311
"Mexico",2019,5,923761,0.0964535199039578,0.147873746564317,0.146141696824179,0.0265220116458694,0.0151554352262111,0.0414191509074064,0.086108234781187,0.0882881900921031,0.0212545642814322,0.0108997765545806,0.0764156562194478,0.0988908492251677,0.0955195702743097,0.015732635104004,0.013485115803432
"Mexico",2019,6,912759,0.120623297058698,0.190411707800197,0.140124611206244,0.0383452806271973,0.017857944977809,0.0348136626780691,0.0960183277088679,0.0943337956438001,0.0134762565205429,0.00786114963698334,0.077528485845178,0.122166098907553,0.118642076823681,0.0258428286150593,0.0117467402795724
"Mexico",2019,7,933127,0.112846375680909,0.162035821490537,0.143281675484688,0.0330072969702945,0.0177896470684055,0.0466745769764996,0.0894127438465475,0.0939114982539209,0.0208067391341022,0.0095598531156686,0.0580726975360584,0.110219609609254,0.0971828815909549,0.0260734560365977,0.0059257854628631
"Mexico",2019,8,928603,0.148610331864101,0.168209665486758,0.141718258502288,0.0319835279446653,0.0220761724870585,0.038476119343869,0.0933611719373292,0.0956244730752038,0.0130139815427792,0.0152772826806539,0.102412651534999,0.127420392026103,0.0916950484673828,0.0214352061352323,0.0154809822087789
"Mexico",2019,9,926831,0.107247168038186,0.136270798020351,0.133789223709608,0.0252473212484261,0.0148894458644564,0.0245603413316274,0.0679693167084573,0.0885314629395873,0.00970990238692248,0.00856756092963748,0.0737916615422457,0.0922395769278072,0.0799409666707662,0.0159881933341532,0.00737916615422457
"Mexico",2019,10,949435,0.0957411513163092,0.138819403118697,0.134395719559528,0.0265421013550164,0.0186426664279282,0.0402320995489472,0.0640313697046624,0.0917971848863302,0.0169994786826537,0.0101996872095922,0.0640851839984225,0.0739444430751029,0.0875009243055384,0.0209509255379458,0.0135564812304355
"Mexico",2019,11,945084,0.0891984204578641,0.144325795379035,0.120730009184369,0.0260294323044301,0.0186226832747142,0.0295820234104013,0.0690247212909363,0.076565237062215,0.0150810315425575,0.0104407141448475,0.0525075559653706,0.102453767737309,0.0794016699964141,0.017929409354029,0.00640336048358178
"Mexico",2019,12,940738,0.0902482944241648,0.151583118785464,0.107575116557426,0.0238110929929481,0.0234921944260783,0.0288879325083569,0.0742832550214891,0.0689773082342399,0.0123805425035815,0.00943279428844306,0.0517056226550174,0.0914791785434924,0.0768955413843849,0.01060628157026,0.0119320667665425
"Mexico",2020,1,965690,0.150462363698495,0.206173823897938,0.135447193198646,0.0398678664996013,0.0215390031997846,0.0459735332115132,0.0832179145474226,0.0814720841723018,0.0221138514181962,0.0104749822507245,0.10162735755672,0.124064566367944,0.0791901487454961,0.0250768804360738,0.019797537186374
"Mexico",2020,2,939894,0.115438549453449,0.155336665623996,0.116183314288633,0.0264923491372431,0.0185127259031338,0.0354519501682413,0.0733917564886398,0.0609524757278534,0.0124392807607864,0.00870749653255049,0.064506880733945,0.0874426605504587,0.051605504587156,0.0114678899082569,0.0100344036697248
"Mexico",2020,3,977051,0.0917045271945886,0.236016338962859,0.102246453869859,0.0248707590494253,0.0286576647483089,0.038434514193746,0.141126731805161,0.0522469177321234,0.0174156392440411,0.0120107856855456,0.0415165597503649,0.159370019686885,0.0669621931457499,0.01339243862915,0.022767145669555
"Mexico",2020,4,1012284,0.0456393660277155,0.265636916122353,0.0876236313129517,0.0271662893022116,0.0255857051973557,0.0173310225303293,0.190641247833622,0.0466144743919202,0.0286858303950278,0.014940536664077,0.0198035487959442,0.171630756231517,0.0475285171102662,0.0237642585551331,0.0105618926911703
"Mexico",2020,5,1010201,0.0553355223366439,0.241932051146257,0.0962184753331268,0.029004128881282,0.0165313635603212,0.0160018709879924,0.161249623032847,0.0412355906229036,0.0166173275644537,0.00677002234107373,0.0279431078324531,0.15787855925336,0.0419146617486797,0.0167658646994719,0.00698577695811328
"Mexico",2020,6,990957,0.0708406116511615,0.244107463795099,0.0920322476151841,0.0349157430645326,0.0187697347109915,0.0153402662814555,0.146371707435555,0.0498558654147305,0.020453688375274,0.010226844187637,0.0410805603955066,0.157239386341422,0.0566628419248367,0.0198319946736929,0.016998852577451
"Mexico",2020,7,976504,0.0982074830210629,0.260828424665951,0.114387652277922,0.0456731360035392,0.0223245373290842,0.0233934849144513,0.154007109020138,0.0636822644893397,0.0227436658890499,0.00714800927941568,0.0422157223411633,0.132677984500799,0.0603081747730905,0.0301540873865452,0.00753852184663631
"Mexico",2020,8,967286,0.118372435866951,0.255767167104662,0.100383960896777,0.0375276805412257,0.0201594978114022,0.0258262752551172,0.139726771252045,0.0463548530220053,0.0145686680926302,0.00927097060440106,0.0503699039823705,0.165276247442153,0.0487958444829215,0.020462773492838,0.0125924759955926
"Mexico",2020,9,955302,0.106039765435433,0.206531547091914,0.111064354518257,0.0330785447952585,0.0228200087511593,0.0203103420261597,0.106967801337775,0.0500988436645273,0.0121862052156958,0.00880114821133588,0.0410691111001593,0.121564568856472,0.0492829333201912,0.0312125244361211,0.0213559377720829
"Mexico",2020,10,952305,0.0988128803272061,0.196995710407905,0.113514052745706,0.0334976714392973,0.0212116916324077,0.0171698579709349,0.102332353506772,0.055630339825829,0.0164830636520975,0.00892832614488613,0.052053598414884,0.114182086845552,0.057091043422776,0.015112335023676,0.00839574167982
"Mexico",2020,11,946611,0.0869417321370658,0.191947906795928,0.105323094703104,0.0269382037605732,0.0180644425217962,0.0292279642027029,0.10229787470946,0.0487132736711715,0.0173975977397041,0.00904675082464613,0.0375170532060027,0.0886766712141883,0.0426330150068213,0.01193724420191,0.0187585266030014
"Mexico",2020,12,905142,0.0782197710414499,0.184390957440932,0.0922507186717664,0.0246370182800047,0.0209911814941744,0.0266660901025563,0.106664360410225,0.049728654515578,0.00864846165488314,0.00864846165488314,0.0247612309869119,0.102582242660064,0.0512911213300318,0.00884329678103997,0.00530597806862398
"Mexico",2021,1,929564,0.118227470082748,0.223115353004204,0.116291078398045,0.0367914420093721,0.0217306177950093,0.0255890819916835,0.10093471230053,0.055443010981981,0.0170593879944557,0.0113729253296371,0.0623420387531592,0.124684077506318,0.0640269587194608,0.0219039595619208,0.0101095197978096
"Mexico",2021,2,913427,0.117579182572882,0.191914624814025,0.124695241108485,0.0295590123786575,0.0238661655501753,0.0261058738216099,0.102973168963017,0.0572878897751994,0.0152284263959391,0.00652646845540247,0.0646593153102773,0.115338238121035,0.071649511560037,0.0157279415619594,0.0192230396868392
"Mexico",2021,3,923128,0.11352705150315,0.180473347141458,0.116560217001326,0.0290317269111109,0.0242653239854061,0.0262873499430441,0.0883547039752315,0.0438122499050735,0.0138738791366066,0.0124134708064375,0.0631776658413728,0.104157773414155,0.0614701613591736,0.0170750448219927,0.0204900537863912
"Mexico",2021,4,869426,0.109152475311297,0.177358395079052,0.113293138231431,0.0288696220264864,0.0207033146006676,0.0244304647895926,0.089323886886948,0.0580223538752825,0.00916142429609723,0.00687106822207292,0.0597782769364539,0.119556553872908,0.0706470545612637,0.0126802405622781,0.0126802405622781
"Mexico",2021,5,772357,0.107333784765335,0.16572647104901,0.110829577514025,0.0277073943785063,0.0208452826866333,0.0268569030633655,0.0914813260595888,0.0696600923206043,0.00923206042803189,0.0134284515316828,0.0592522367719381,0.0770279078035196,0.0592522367719381,0.00790029823625842,0.019750745590646
